date,Close,High,Low,Open,Volume,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,SMA_20,SMA_50,BBL_5_2.0_2.0,BBM_5_2.0_2.0,BBU_5_2.0_2.0,BBB_5_2.0_2.0,BBP_5_2.0_2.0
2025-04-02,222.91842651367188,224.21278818927524,220.06088576879955,220.3595869543347,35905900,49.15242798487254,-2.8937421882385763,1.270848137319489,-4.164590325558065,219.7492401123047,229.07437835693364,216.24418973538408,221.2278015136719,226.2114132919597,4.505411837200598,0.669618448949571
2025-04-03,202.30824279785156,206.58958563447752,200.37665915579902,204.64803566499702,103419000,32.07390220482031,-4.148968754520979,0.01249725682966929,-4.161466011350648,218.1492126464844,228.66826477050788,199.92556677378224,217.11372680664064,234.30188683949905,15.833324116043581,0.06931154991326564
2025-04-04,187.56253051757812,199.01262630823254,186.52703508606032,193.0486144227304,125910900,25.300546513115492,-6.261422813088643,-1.6799654413903955,-4.581457371698248,215.62571105957034,227.9706182861329,179.67740161207576,211.2353485107422,242.79329540940864,29.879418498047063,0.12493095528080084
2025-04-07,180.6725616455078,193.30748067285785,173.86223225537526,176.43103817745248,160466300,22.870250417034505,-8.394751312438274,-3.0506351525920206,-5.344116159846253,213.3346969604492,227.1526770019532,164.3626341888966,203.13664855957032,241.91066293024403,38.175301842988844,0.21032033594317534
2025-04-08,171.67176818847656,189.51400113284038,168.4757067407598,185.88979780340043,120859500,20.147550603466385,-10.688507861920527,-4.275513361659419,-6.412994500261108,210.9242027282715,226.0138891601563,152.80013081161403,193.02670593261718,233.25328105362033,41.67980272641203,0.2345667922274752
2025-04-09,197.98709106445312,199.7394480269994,171.14407803694525,171.20381523449285,184395900,41.91856882357026,-10.264576178537567,-3.0812653426211662,-7.183310835916401,210.02163619995116,225.23432067871101,163.04136866267064,188.04043884277345,213.03950902287627,26.589036203010917,0.6989404435849054
2025-04-10,189.59365844726562,193.9347385570105,182.205859833413,188.24952597387417,121880000,38.32906581178511,-10.485022319952918,-2.6413691872292135,-7.843653132723705,209.0628158569336,224.26500274658213,165.71208186465492,185.49752197265627,205.28296208065763,21.332295868532277,0.6035139085168202
2025-04-11,197.29013061523438,198.67409816298056,185.25259829067514,185.29243322025624,87435900,43.13736654790412,-9.924285507720128,-1.6645058999971383,-8.25977960772299,208.29914474487308,223.48482238769537,164.91883816959407,187.4430419921875,209.9672458147809,24.033118096250504,0.7185890498195887
2025-04-14,201.64117431640625,212.01595519155484,200.28707539108044,210.52246440005902,101352900,45.714185350040076,-9.024772718467403,-0.6119944885955313,-8.412778229871872,207.7276359558106,222.82328948974614,167.6544633076653,191.6367645263672,215.61906574506907,25.02891475753565,0.7085790203952035
2025-04-15,201.26280212402344,202.62685207462172,198.93296032454862,200.98401841430368,51343900,45.52099780034036,-8.247363355129352,0.13233189979401594,-8.379695254923368,207.20242385864262,222.3131213378907,187.8552581770422,197.55497131347659,207.25468444991097,9.819761124657356,0.6911309519360617
2025-04-16,193.4269561767578,199.8290454554037,191.53519224238798,197.49920369317184,59732400,41.60019601360726,-8.169376626311589,0.1682549028894229,-8.337631529201012,206.15847396850586,221.55095642089847,186.30953974789796,196.64294433593753,206.9763489239771,10.509814753776636,0.34438874275269976
2025-04-17,196.12521362304688,197.96719174329118,193.5763250102755,196.34426016251078,52164700,43.40779427138365,-7.799931995467631,0.43015962698670585,-8.230091622454337,205.30618896484376,220.84932098388674,190.9619367632082,197.94925537109378,204.93657397897937,7.059706887794569,0.369474840750186
2025-04-21,192.32179260253906,192.9590147372882,188.98632373298676,192.43131586910098,46742500,41.459775351026884,-7.724999765012512,0.40407348595346093,-8.129073250965973,204.0561378479004,220.05669830322267,188.28842926220975,196.95558776855472,205.6227462748997,8.80112984306886,0.23268083405747153
